No, norma, norm_delta_time, elapsed_norm_time
0, 44.9576, 0.00185797, 0
1, 3.14439, 0.00185797, 0.00185797
2, 2.81369, 0.00187002, 0.00372799
3, 2.60456, 0.001885, 0.00561298
4, 2.44479, 0.00189474, 0.00750773
5, 2.31767, 0.00190194, 0.00940966
6, 2.21716, 0.00191202, 0.0113217
7, 2.13523, 0.00192403, 0.0132457
8, 2.0623, 0.00193304, 0.0151788
9, 1.99746, 0.00194058, 0.0171193
10, 1.9426, 0.00195056, 0.0190699
11, 1.88984, 0.00195645, 0.0210263
12, 1.84442, 0.00196476, 0.0229911
13, 1.80477, 0.00197499, 0.0249661
14, 1.76687, 0.00198339, 0.0269495
15, 1.73231, 0.00199227, 0.0289418
16, 1.70121, 0.00200233, 0.0309441
17, 1.67063, 0.00201038, 0.0329545
18, 1.64301, 0.0020197, 0.0349742
19, 1.61575, 0.00202731, 0.0370015
20, 1.59039, 0.00203534, 0.0390368
21, 1.56592, 0.0020427, 0.0410795
22, 1.54236, 0.00204954, 0.0431291
23, 1.52023, 0.00205673, 0.0451858
24, 1.49825, 0.0020626, 0.0472484
25, 1.47811, 0.00206966, 0.0493181
26, 1.45753, 0.00207477, 0.0513928
27, 1.4388, 0.00208128, 0.0534741
28, 1.41979, 0.00208621, 0.0555603
29, 1.40231, 0.00209229, 0.0576526
30, 1.38465, 0.00209706, 0.0597497
31, 1.3683, 0.00210282, 0.0618525
32, 1.35181, 0.00210742, 0.0639599
33, 1.3365, 0.00211295, 0.0660728
34, 1.32102, 0.00211736, 0.0681902
35, 1.30665, 0.00212272, 0.0703129
36, 1.29206, 0.00212694, 0.0724399
37, 1.27856, 0.00213221, 0.0745721
38, 1.26475, 0.00213621, 0.0767083
39, 1.25205, 0.00214143, 0.0788497
40, 1.23892, 0.00214522, 0.0809949
41, 1.22697, 0.00215042, 0.0831453
42, 1.21444, 0.00215399, 0.0852993
43, 1.20318, 0.00215922, 0.0874585
44, 1.1912, 0.00216255, 0.0896211
45, 1.18058, 0.00216783, 0.0917889
46, 1.16908, 0.00217092, 0.0939599
47, 1.15892, 0.00217602, 0.0961359
48, 1.14799, 0.00217914, 0.098315
49, 1.13824, 0.00218401, 0.100499
50, 1.12787, 0.0021872, 0.102686
51, 1.11847, 0.00219184, 0.104878
52, 1.10863, 0.00219514, 0.107073
53, 1.09955, 0.00219953, 0.109273
54, 1.09021, 0.00220295, 0.111476
55, 1.08142, 0.0022071, 0.113683
56, 1.07255, 0.00221067, 0.115893
57, 1.06403, 0.00221457, 0.118108
58, 1.05561, 0.00221828, 0.120326
59, 1.04733, 0.00222193, 0.122548
60, 1.03932, 0.00222581, 0.124774
61, 1.03126, 0.0022292, 0.127003
62, 1.02366, 0.00223326, 0.129236
63, 1.0158, 0.00223639, 0.131473
64, 1.00859, 0.00224064, 0.133714
65, 1.0009, 0.0022435, 0.135957
66, 0.994059, 0.00224795, 0.138205
67, 0.986539, 0.00225055, 0.140456
68, 0.979923, 0.00225492, 0.14271
69, 0.972683, 0.00225753, 0.144968
70, 0.966221, 0.00226166, 0.14723
71, 0.959339, 0.00226446, 0.149494
72, 0.953064, 0.00226833, 0.151762
73, 0.946631, 0.00227133, 0.154034
74, 0.940757, 0.00227495, 0.156309
75, 0.935223, 0.00227816, 0.158587
76, 0.930654, 0.00228152, 0.160868
77, 0.927716, 0.00228494, 0.163153
78, 0.927414, 0.00228804, 0.165441
79, 0.931769, 0.00229168, 0.167733
80, 0.942247, 0.00229452, 0.170028
81, 0.961279, 0.0022984, 0.172326
82, 0.988217, 0.00230097, 0.174627
83, 1.02222, 0.00230513, 0.176932
84, 1.0575, 0.00230746, 0.17924
85, 1.08992, 0.00231143, 0.181551
86, 1.11323, 0.00231445, 0.183865
87, 1.12482, 0.00231843, 0.186184
88, 1.12361, 0.00232387, 0.188508
89, 1.10984, 0.00233008, 0.190838
90, 1.08554, 0.0023375, 0.193175
91, 1.05354, 0.00234701, 0.195522
92, 1.01592, 0.00235736, 0.19788
93, 0.975199, 0.00236857, 0.200248
94, 0.933738, 0.00238114, 0.202629
95, 0.893379, 0.0023953, 0.205025
96, 0.855565, 0.00241138, 0.207436
97, 0.820278, 0.00242643, 0.209862
98, 0.788665, 0.00244169, 0.212304
99, 0.761544, 0.00245869, 0.214763
100, 0.738986, 0.00247748, 0.21724
101, 0.719554, 0.00249348, 0.219734
102, 0.704355, 0.00251116, 0.222245
103, 0.693134, 0.00253099, 0.224776
104, 0.684409, 0.00254901, 0.227325
105, 0.678381, 0.00256741, 0.229892
106, 0.675124, 0.00258801, 0.23248
107, 0.673416, 0.00260766, 0.235088
108, 0.673081, 0.00262691, 0.237715
109, 0.674535, 0.00264853, 0.240364
110, 0.676675, 0.00266921, 0.243033
111, 0.679428, 0.00268955, 0.245722
112, 0.683389, 0.00271251, 0.248435
113, 0.687247, 0.00273367, 0.251168
114, 0.691556, 0.00275543, 0.253924
115, 0.696721, 0.00278016, 0.256704
116, 0.701112, 0.00280125, 0.259505
117, 0.70609, 0.00282487, 0.26233
118, 0.711357, 0.00284951, 0.26518
119, 0.716038, 0.00287237, 0.268052
120, 0.721492, 0.00289847, 0.270951
121, 0.72618, 0.00292229, 0.273873
122, 0.731197, 0.00294774, 0.276821
123, 0.736277, 0.0029744, 0.279795
124, 0.740879, 0.00299951, 0.282794
125, 0.74618, 0.00302856, 0.285823
126, 0.750418, 0.00305365, 0.288877
127, 0.755295, 0.00308259, 0.291959
128, 0.759758, 0.0031101, 0.295069
129, 0.763192, 0.00313479, 0.298204
130, 0.75664, 0.00311778, 0.301322
131, 0.750221, 0.00310224, 0.304424
132, 0.744638, 0.00308941, 0.307514
133, 0.737792, 0.00307223, 0.310586
134, 0.732115, 0.0030593, 0.313645
135, 0.725791, 0.00304429, 0.316689
136, 0.719725, 0.00303002, 0.319719
137, 0.714144, 0.00301803, 0.322737
138, 0.70773, 0.00300248, 0.32574
139, 0.702266, 0.00299083, 0.328731
140, 0.696092, 0.0029764, 0.331707
141, 0.690432, 0.00296371, 0.334671
142, 0.684776, 0.00295151, 0.337622
143, 0.678919, 0.00293784, 0.34056
144, 0.673739, 0.0029276, 0.343488
145, 0.667672, 0.00291299, 0.346401
146, 0.662395, 0.00290205, 0.349303
147, 0.656693, 0.00288898, 0.352192
148, 0.651329, 0.0028773, 0.355069
149, 0.645985, 0.00286569, 0.357935
150, 0.640545, 0.00285331, 0.360788
151, 0.635547, 0.00284304, 0.363631
152, 0.630022, 0.00283, 0.366461
153, 0.625231, 0.00282035, 0.369282
154, 0.619765, 0.00280734, 0.372089
155, 0.614951, 0.00279716, 0.374886
156, 0.609797, 0.00278529, 0.377671
157, 0.604964, 0.00277461, 0.380446
158, 0.600127, 0.00276385, 0.38321
159, 0.595267, 0.00275268, 0.385962
160, 0.590758, 0.002743, 0.388705
161, 0.585879, 0.00273137, 0.391437
162, 0.581698, 0.00272278, 0.39416
163, 0.576815, 0.0027107, 0.39687
164, 0.572667, 0.00270185, 0.399572
165, 0.568089, 0.00269072, 0.402263
166, 0.563955, 0.00268148, 0.404944
167, 0.559707, 0.00267146, 0.407616
168, 0.555593, 0.00266183, 0.410278
169, 0.551678, 0.00265294, 0.412931
170, 0.547585, 0.00264293, 0.415574
171, 0.544011, 0.0026352, 0.418209
172, 0.539937, 0.00262479, 0.420834
173, 0.536513, 0.00261732, 0.423451
174, 0.532653, 0.00260748, 0.426058
175, 0.529254, 0.00259966, 0.428658
176, 0.525734, 0.00259102, 0.431249
177, 0.522352, 0.00258284, 0.433832
178, 0.519173, 0.00257545, 0.436407
179, 0.515803, 0.0025669, 0.438974
180, 0.512966, 0.00256082, 0.441535
181, 0.509597, 0.00255188, 0.444087
182, 0.506795, 0.00254561, 0.446632
183, 0.503728, 0.00253783, 0.44917
184, 0.500918, 0.0025312, 0.451702
185, 0.498183, 0.0025248, 0.454226
186, 0.495354, 0.0025178, 0.456744
187, 0.492951, 0.00251285, 0.459257
188, 0.490089, 0.00250544, 0.461762
189, 0.487711, 0.00250042, 0.464263
190, 0.485114, 0.00249419, 0.466757
191, 0.482693, 0.0024888, 0.469246
192, 0.480423, 0.00248412, 0.47173
193, 0.477948, 0.00247832, 0.474208
194, 0.475887, 0.00247463, 0.476683
195, 0.473471, 0.00246904, 0.479152
196, 0.471351, 0.00246496, 0.481617
197, 0.469264, 0.00246103, 0.484078
198, 0.467076, 0.00245652, 0.486534
199, 0.465249, 0.0024539, 0.488988
200, 0.463065, 0.00244937, 0.491438
201, 0.46117, 0.00244634, 0.493884
202, 0.459323, 0.00244354, 0.496328
203, 0.457356, 0.00244006, 0.498768
204, 0.455709, 0.00243828, 0.501206
205, 0.45381, 0.0024351, 0.503641
206, 0.452095, 0.00243289, 0.506074
207, 0.450533, 0.00243146, 0.508505
208, 0.448747, 0.00242879, 0.510934
209, 0.447249, 0.00242765, 0.513362
210, 0.445661, 0.00242598, 0.515788
211, 0.444097, 0.0024244, 0.518212
212, 0.442784, 0.00242416, 0.520636
213, 0.441192, 0.00242236, 0.523059
214, 0.439815, 0.00242171, 0.52548
215, 0.438518, 0.00242148, 0.527902
216, 0.437074, 0.0024204, 0.530322
217, 0.435855, 0.00242056, 0.532743
218, 0.434537, 0.00242016, 0.535163
219, 0.43325, 0.00241993, 0.537583
220, 0.432158, 0.00242078, 0.540004
221, 0.43082, 0.00242027, 0.542424
222, 0.42966, 0.00242076, 0.544845
223, 0.428538, 0.00242149, 0.547266
224, 0.427306, 0.00242162, 0.549688
225, 0.426245, 0.00242275, 0.552111
226, 0.425071, 0.00242327, 0.554534
227, 0.423939, 0.00242407, 0.556958
228, 0.422934, 0.00242564, 0.559384
229, 0.42173, 0.00242611, 0.56181
230, 0.420679, 0.0024275, 0.564237
231, 0.419602, 0.00242879, 0.566666
232, 0.418484, 0.00242988, 0.569096
233, 0.4175, 0.0024318, 0.571528
234, 0.416357, 0.00243283, 0.573961
235, 0.415314, 0.00243447, 0.576395
236, 0.414291, 0.00243627, 0.578831
237, 0.413191, 0.00243764, 0.581269
238, 0.412218, 0.00243978, 0.583709
239, 0.411127, 0.00244125, 0.58615
240, 0.410107, 0.00244314, 0.588593
241, 0.409118, 0.00244522, 0.591038
242, 0.408054, 0.00244686, 0.593485
243, 0.407109, 0.0024492, 0.595934
244, 0.406056, 0.00245088, 0.598385
245, 0.405077, 0.00245299, 0.600838
246, 0.404107, 0.00245513, 0.603293
247, 0.403097, 0.00245701, 0.60575
248, 0.402199, 0.00245954, 0.60821
249, 0.401162, 0.00246119, 0.610671
250, 0.400239, 0.0024635, 0.613135
251, 0.399266, 0.00246546, 0.6156
252, 0.39832, 0.00246755, 0.618068
253, 0.397399, 0.00246976, 0.620537
254, 0.396431, 0.00247163, 0.623009
255, 0.395553, 0.00247403, 0.625483
256, 0.394563, 0.00247567, 0.627959
257, 0.393684, 0.00247798, 0.630437
