No, norma, norm_delta_time, elapsed_norm_time
0, 44.9576, 0.001, 0
1, 1.46991, 0.001, 0.001
2, 1.39815, 0.001, 0.002
3, 1.34329, 0.001, 0.003
4, 1.29802, 0.001, 0.004
5, 1.25849, 0.001, 0.005
6, 1.22413, 0.001, 0.006
7, 1.1942, 0.001, 0.007
8, 1.16743, 0.001, 0.008
9, 1.14313, 0.001, 0.009
10, 1.12116, 0.001, 0.01
11, 1.1012, 0.001, 0.011
12, 1.08276, 0.001, 0.012
13, 1.06555, 0.001, 0.013
14, 1.04957, 0.001, 0.014
15, 1.03471, 0.001, 0.015
16, 1.02077, 0.001, 0.016
17, 1.00757, 0.001, 0.017
18, 0.995109, 0.001, 0.018
19, 0.98335, 0.001, 0.019
20, 0.972201, 0.001, 0.02
21, 0.961553, 0.001, 0.021
22, 0.95138, 0.001, 0.022
23, 0.941682, 0.001, 0.023
24, 0.932418, 0.001, 0.024
25, 0.923521, 0.001, 0.025
26, 0.914957, 0.001, 0.026
27, 0.906724, 0.001, 0.027
28, 0.898814, 0.001, 0.028
29, 0.891185, 0.001, 0.029
30, 0.883803, 0.001, 0.03
31, 0.876662, 0.001, 0.031
32, 0.869763, 0.001, 0.032
33, 0.863088, 0.001, 0.033
34, 0.856608, 0.001, 0.034
35, 0.850309, 0.001, 0.035
36, 0.844193, 0.001, 0.036
37, 0.838257, 0.001, 0.037
38, 0.832483, 0.001, 0.038
39, 0.826852, 0.001, 0.039
40, 0.821362, 0.001, 0.04
41, 0.816015, 0.001, 0.041
42, 0.810804, 0.001, 0.042
43, 0.805714, 0.001, 0.043
44, 0.800736, 0.001, 0.044
45, 0.79587, 0.001, 0.045
46, 0.791118, 0.001, 0.046
47, 0.786471, 0.001, 0.047
48, 0.781919, 0.001, 0.048
49, 0.777456, 0.001, 0.049
50, 0.773085, 0.001, 0.05
51, 0.768806, 0.001, 0.051
52, 0.764611, 0.001, 0.052
53, 0.760491, 0.001, 0.053
54, 0.756445, 0.001, 0.054
55, 0.752476, 0.001, 0.055
56, 0.748582, 0.001, 0.056
57, 0.744755, 0.001, 0.057
58, 0.74099, 0.001, 0.058
59, 0.737289, 0.001, 0.059
60, 0.733651, 0.001, 0.06
61, 0.730076, 0.001, 0.061
62, 0.726556, 0.001, 0.062
63, 0.723089, 0.001, 0.063
64, 0.719676, 0.001, 0.064
65, 0.716317, 0.001, 0.065
66, 0.71301, 0.001, 0.066
67, 0.70975, 0.001, 0.067
68, 0.706535, 0.001, 0.068
69, 0.703367, 0.001, 0.069
70, 0.700245, 0.001, 0.07
71, 0.697168, 0.001, 0.071
72, 0.694131, 0.001, 0.072
73, 0.691133, 0.001, 0.073
74, 0.688175, 0.001, 0.074
75, 0.685258, 0.001, 0.075
76, 0.68238, 0.001, 0.076
77, 0.679536, 0.001, 0.077
78, 0.676726, 0.001, 0.078
79, 0.673952, 0.001, 0.079
80, 0.671213, 0.001, 0.08
81, 0.668508, 0.001, 0.081
82, 0.665834, 0.001, 0.082
83, 0.663189, 0.001, 0.083
84, 0.660576, 0.001, 0.084
85, 0.657995, 0.001, 0.085
86, 0.655442, 0.001, 0.086
87, 0.652917, 0.001, 0.087
88, 0.650419, 0.001, 0.088
89, 0.647949, 0.001, 0.089
90, 0.645507, 0.001, 0.09
91, 0.643091, 0.001, 0.091
92, 0.640699, 0.001, 0.092
93, 0.638332, 0.001, 0.093
94, 0.635989, 0.001, 0.094
95, 0.633672, 0.001, 0.095
96, 0.631378, 0.001, 0.096
97, 0.629106, 0.001, 0.097
98, 0.626855, 0.001, 0.098
99, 0.624628, 0.001, 0.099
100, 0.622423, 0.001, 0.1
101, 0.620239, 0.001, 0.101
102, 0.618075, 0.001, 0.102
103, 0.61593, 0.001, 0.103
104, 0.613807, 0.001, 0.104
105, 0.611703, 0.001, 0.105
106, 0.609619, 0.001, 0.106
107, 0.607553, 0.001, 0.107
108, 0.605505, 0.001, 0.108
109, 0.603476, 0.001, 0.109
110, 0.601466, 0.001, 0.11
111, 0.599473, 0.001, 0.111
112, 0.597497, 0.001, 0.112
113, 0.595537, 0.001, 0.113
114, 0.593594, 0.001, 0.114
115, 0.591668, 0.001, 0.115
116, 0.589759, 0.001, 0.116
117, 0.587865, 0.001, 0.117
118, 0.585986, 0.001, 0.118
119, 0.584123, 0.001, 0.119
120, 0.582275, 0.001, 0.12
121, 0.580443, 0.001, 0.121
122, 0.578625, 0.001, 0.122
123, 0.576821, 0.001, 0.123
124, 0.575031, 0.001, 0.124
125, 0.573255, 0.001, 0.125
126, 0.571494, 0.001, 0.126
127, 0.569746, 0.001, 0.127
128, 0.568011, 0.001, 0.128
129, 0.566289, 0.001, 0.129
130, 0.56458, 0.001, 0.13
131, 0.562885, 0.001, 0.131
132, 0.561202, 0.001, 0.132
133, 0.559531, 0.001, 0.133
134, 0.557872, 0.001, 0.134
135, 0.556226, 0.001, 0.135
136, 0.554592, 0.001, 0.136
137, 0.55297, 0.001, 0.137
138, 0.551358, 0.001, 0.138
139, 0.549758, 0.001, 0.139
140, 0.54817, 0.001, 0.14
141, 0.546593, 0.001, 0.141
142, 0.545028, 0.001, 0.142
143, 0.543472, 0.001, 0.143
144, 0.541927, 0.001, 0.144
145, 0.540393, 0.001, 0.145
146, 0.53887, 0.001, 0.146
147, 0.537357, 0.001, 0.147
148, 0.535854, 0.001, 0.148
149, 0.534361, 0.001, 0.149
150, 0.532878, 0.001, 0.15
151, 0.531405, 0.001, 0.151
152, 0.529942, 0.001, 0.152
153, 0.528488, 0.001, 0.153
154, 0.527044, 0.001, 0.154
155, 0.525608, 0.001, 0.155
156, 0.524182, 0.001, 0.156
157, 0.522766, 0.001, 0.157
158, 0.521359, 0.001, 0.158
159, 0.51996, 0.001, 0.159
160, 0.51857, 0.001, 0.16
161, 0.517188, 0.001, 0.161
162, 0.515816, 0.001, 0.162
163, 0.514452, 0.001, 0.163
164, 0.513097, 0.001, 0.164
165, 0.511749, 0.001, 0.165
166, 0.51041, 0.001, 0.166
167, 0.509079, 0.001, 0.167
168, 0.507757, 0.001, 0.168
169, 0.506442, 0.001, 0.169
170, 0.505135, 0.001, 0.17
171, 0.503836, 0.001, 0.171
172, 0.502544, 0.001, 0.172
173, 0.501261, 0.001, 0.173
174, 0.499985, 0.001, 0.174
175, 0.498716, 0.001, 0.175
176, 0.497454, 0.001, 0.176
177, 0.4962, 0.001, 0.177
178, 0.494954, 0.001, 0.178
179, 0.493715, 0.001, 0.179
180, 0.492482, 0.001, 0.18
181, 0.491257, 0.001, 0.181
182, 0.490039, 0.001, 0.182
183, 0.488828, 0.001, 0.183
184, 0.487624, 0.001, 0.184
185, 0.486426, 0.001, 0.185
186, 0.485236, 0.001, 0.186
187, 0.484054, 0.001, 0.187
188, 0.482879, 0.001, 0.188
189, 0.481712, 0.001, 0.189
190, 0.480555, 0.001, 0.19
191, 0.479409, 0.001, 0.191
192, 0.478276, 0.001, 0.192
193, 0.477161, 0.001, 0.193
194, 0.47607, 0.001, 0.194
195, 0.475011, 0.001, 0.195
196, 0.473998, 0.001, 0.196
197, 0.473051, 0.001, 0.197
198, 0.472199, 0.001, 0.198
199, 0.471483, 0.001, 0.199
200, 0.470961, 0.001, 0.2
201, 0.47071, 0.001, 0.201
202, 0.470834, 0.001, 0.202
203, 0.471465, 0.001, 0.203
204, 0.472764, 0.001, 0.204
205, 0.474917, 0.001, 0.205
206, 0.478126, 0.001, 0.206
