No, norma, norm_delta_time, elapsed_norm_time
0, 44.9576, 0.00185797, 0
1, 3.5158, 0.00185797, 0.00185797
2, 3.39248, 0.00186755, 0.00372552
3, 3.28069, 0.00186895, 0.00559447
4, 3.20833, 0.00187517, 0.00746964
5, 3.12325, 0.00188867, 0.00935831
6, 3.08684, 0.00190279, 0.0112611
7, 3.00336, 0.00191151, 0.0131726
8, 2.97017, 0.00192135, 0.015094
9, 2.9027, 0.00193346, 0.0170274
10, 2.86936, 0.00194124, 0.0189687
11, 2.81317, 0.00195168, 0.0209203
12, 2.77851, 0.00195948, 0.0228798
13, 2.73217, 0.00196845, 0.0248483
14, 2.696, 0.00197638, 0.0268247
15, 2.65707, 0.0019834, 0.0288081
16, 2.61764, 0.00199, 0.030798
17, 2.58648, 0.0019972, 0.0327953
18, 2.54464, 0.00200226, 0.0347975
19, 2.5169, 0.00200803, 0.0368055
20, 2.47647, 0.00201371, 0.0388193
21, 2.45059, 0.00201817, 0.0408374
22, 2.41251, 0.00202443, 0.0428619
23, 2.38749, 0.0020278, 0.0448897
24, 2.35223, 0.00203451, 0.0469242
25, 2.32749, 0.00203699, 0.0489611
26, 2.2949, 0.00204374, 0.0510049
27, 2.27046, 0.00204581, 0.0530507
28, 2.23995, 0.00205201, 0.0551027
29, 2.21626, 0.00205433, 0.057157
30, 2.18792, 0.00206012, 0.0592172
31, 2.16479, 0.00206257, 0.0612797
32, 2.13856, 0.00206809, 0.0633478
33, 2.11592, 0.0020706, 0.0654184
34, 2.09165, 0.00207596, 0.0674944
35, 2.06948, 0.00207843, 0.0695728
36, 2.04702, 0.00208373, 0.0716565
37, 2.02533, 0.00208609, 0.0737426
38, 2.0045, 0.00209142, 0.075834
39, 1.9833, 0.00209362, 0.0779277
40, 1.96396, 0.00209906, 0.0800267
41, 1.94327, 0.00210104, 0.0821278
42, 1.92527, 0.00210664, 0.0842344
43, 1.90509, 0.00210835, 0.0863428
44, 1.88832, 0.00211419, 0.0884569
45, 1.86863, 0.00211558, 0.0905725
46, 1.85301, 0.00212172, 0.0926942
47, 1.83379, 0.00212275, 0.094817
48, 1.81908, 0.00212904, 0.096946
49, 1.80045, 0.00212985, 0.0990759
50, 1.78617, 0.00213585, 0.101212
51, 1.7685, 0.00213691, 0.103349
52, 1.75456, 0.00214259, 0.105491
53, 1.73786, 0.00214393, 0.107635
54, 1.7242, 0.00214927, 0.109784
55, 1.70846, 0.00215091, 0.111935
56, 1.69501, 0.00215589, 0.114091
57, 1.68022, 0.00215788, 0.116249
58, 1.66694, 0.00216246, 0.118412
59, 1.65308, 0.00216482, 0.120576
60, 1.63993, 0.002169, 0.122745
61, 1.62699, 0.00217176, 0.124917
62, 1.61391, 0.0021755, 0.127093
63, 1.60187, 0.0021787, 0.129271
64, 1.58886, 0.00218197, 0.131453
65, 1.57768, 0.00218564, 0.133639
66, 1.5647, 0.00218842, 0.135827
67, 1.55438, 0.00219259, 0.13802
68, 1.54141, 0.00219485, 0.140215
