No, norma, norm_delta_time, elapsed_norm_time
0, 44.9576, 0.001, 0
1, 1.77528, 0.001, 0.001
2, 1.66016, 0.001, 0.002
3, 1.57031, 0.001, 0.003
4, 1.49663, 0.001, 0.004
5, 1.4344, 0.001, 0.005
6, 1.38199, 0.001, 0.006
7, 1.33696, 0.001, 0.007
8, 1.29738, 0.001, 0.008
9, 1.26213, 0.001, 0.009
10, 1.23047, 0.001, 0.01
11, 1.20178, 0.001, 0.011
12, 1.17553, 0.001, 0.012
13, 1.15139, 0.001, 0.013
14, 1.12907, 0.001, 0.014
15, 1.10831, 0.001, 0.015
16, 1.08891, 0.001, 0.016
17, 1.07072, 0.001, 0.017
18, 1.05361, 0.001, 0.018
19, 1.03745, 0.001, 0.019
20, 1.02214, 0.001, 0.02
21, 1.00761, 0.001, 0.021
22, 0.993777, 0.001, 0.022
23, 0.980578, 0.001, 0.023
24, 0.967964, 0.001, 0.024
25, 0.955884, 0.001, 0.025
26, 0.944293, 0.001, 0.026
27, 0.933156, 0.001, 0.027
28, 0.922441, 0.001, 0.028
29, 0.912115, 0.001, 0.029
30, 0.902153, 0.001, 0.03
31, 0.892531, 0.001, 0.031
32, 0.883227, 0.001, 0.032
33, 0.874221, 0.001, 0.033
34, 0.865495, 0.001, 0.034
35, 0.857033, 0.001, 0.035
36, 0.848821, 0.001, 0.036
37, 0.840843, 0.001, 0.037
38, 0.833088, 0.001, 0.038
39, 0.825544, 0.001, 0.039
40, 0.818201, 0.001, 0.04
41, 0.811048, 0.001, 0.041
42, 0.804076, 0.001, 0.042
43, 0.797277, 0.001, 0.043
44, 0.790643, 0.001, 0.044
45, 0.784166, 0.001, 0.045
46, 0.77784, 0.001, 0.046
47, 0.771658, 0.001, 0.047
48, 0.765613, 0.001, 0.048
49, 0.759701, 0.001, 0.049
50, 0.753916, 0.001, 0.05
51, 0.748252, 0.001, 0.051
52, 0.742706, 0.001, 0.052
53, 0.737273, 0.001, 0.053
54, 0.731948, 0.001, 0.054
55, 0.726727, 0.001, 0.055
56, 0.721608, 0.001, 0.056
57, 0.716585, 0.001, 0.057
58, 0.711657, 0.001, 0.058
59, 0.706819, 0.001, 0.059
60, 0.702069, 0.001, 0.06
61, 0.697403, 0.001, 0.061
62, 0.69282, 0.001, 0.062
63, 0.688316, 0.001, 0.063
64, 0.683888, 0.001, 0.064
65, 0.679536, 0.001, 0.065
66, 0.675255, 0.001, 0.066
67, 0.671045, 0.001, 0.067
68, 0.666903, 0.001, 0.068
69, 0.662826, 0.001, 0.069
70, 0.658814, 0.001, 0.07
71, 0.654865, 0.001, 0.071
72, 0.650976, 0.001, 0.072
73, 0.647146, 0.001, 0.073
74, 0.643373, 0.001, 0.074
75, 0.639656, 0.001, 0.075
76, 0.635994, 0.001, 0.076
77, 0.632384, 0.001, 0.077
78, 0.628826, 0.001, 0.078
79, 0.625318, 0.001, 0.079
80, 0.62186, 0.001, 0.08
81, 0.618449, 0.001, 0.081
82, 0.615085, 0.001, 0.082
83, 0.611766, 0.001, 0.083
84, 0.608492, 0.001, 0.084
85, 0.605261, 0.001, 0.085
86, 0.602073, 0.001, 0.086
87, 0.598926, 0.001, 0.087
88, 0.595819, 0.001, 0.088
89, 0.592752, 0.001, 0.089
90, 0.589724, 0.001, 0.09
91, 0.586734, 0.001, 0.091
92, 0.583781, 0.001, 0.092
93, 0.580863, 0.001, 0.093
94, 0.577982, 0.001, 0.094
95, 0.575135, 0.001, 0.095
96, 0.572322, 0.001, 0.096
97, 0.569542, 0.001, 0.097
98, 0.566795, 0.001, 0.098
99, 0.56408, 0.001, 0.099
100, 0.561396, 0.001, 0.1
101, 0.558743, 0.001, 0.101
102, 0.55612, 0.001, 0.102
