0, 0.75
1, 0.676041
2, 0.930442
3, 1.46316
4, 2.4475
5, 4.24191
6, 7.5253
7, 13.5742
8, 24.7945
9, 45.7356
10, 85.0308
11, 159.109
12, 299.31
13, 565.539
14, 1072.48
15, 2039.96
16, 3889.82
17, 7432.16
18, 14223.8
19, 27258
20, 52292.4
21, 100406
22, 192920
23, 370883
24, 713325
25, 1.37243e+06
26, 2.64128e+06
27, 5.08435e+06
28, 9.78886e+06
29, 1.8849e+07
30, 3.6299e+07
31, 6.99098e+07
32, 1.34652e+08
33, 2.59364e+08
34, 4.99604e+08
35, 9.62404e+08
36, 1.85396e+09
37, 3.57152e+09
38, 6.88039e+09
39, 1.3255e+10
40, 2.55358e+10
41, 4.91953e+10
42, 9.47765e+10
43, 1.82591e+11
44, 3.51772e+11
45, 6.7771e+11
46, 1.30565e+12
47, 2.51543e+12
48, 4.84616e+12
49, 9.3365e+12
50, 1.79875e+13
51, 3.46543e+13
52, 6.67643e+13
53, 1.28627e+14
54, 2.4781e+14
55, 4.77427e+14
56, 9.19802e+14
57, 1.77207e+15
58, 3.41405e+15
59, 6.57745e+15
60, 1.2672e+16
61, 2.44137e+16
62, 4.70351e+16
63, 9.0617e+16
64, 1.74581e+17
65, 3.36346e+17
66, 6.47998e+17
67, 1.24842e+18
68, 2.40519e+18
69, 4.63381e+18
70, 8.92743e+18
71, 1.71994e+19
72, 3.31362e+19
73, 6.38397e+19
74, 1.22993e+20
75, 2.36956e+20
76, 4.56515e+20
77, 8.79515e+20
78, 1.69446e+21
79, 3.26452e+21
80, 6.28937e+21
81, 1.2117e+22
82, 2.33444e+22
83, 4.49751e+22
84, 8.66482e+22
85, 1.66935e+23
86, 3.21615e+23
87, 6.19618e+23
88, 1.19375e+24
89, 2.29985e+24
90, 4.43086e+24
91, 8.53644e+24
92, 1.64462e+25
93, 3.16849e+25
94, 6.10437e+25
95, 1.17606e+26
96, 2.26578e+26
97, 4.36521e+26
98, 8.40995e+26
99, 1.62025e+27
100, 3.12154e+27
101, 6.01392e+27
102, 1.15863e+28
103, 2.2322e+28
104, 4.30053e+28
105, 8.28533e+28
106, 1.59624e+29
107, 3.07529e+29
108, 5.92481e+29
109, 1.14146e+30
110, 2.19913e+30
111, 4.23681e+30
112, 8.16257e+30
113, 1.57259e+31
114, 3.02972e+31
115, 5.83702e+31
116, 1.12455e+32
117, 2.16654e+32
118, 4.17403e+32
119, 8.04162e+32
120, 1.54929e+33
121, 2.98483e+33
122, 5.75053e+33
123, 1.10789e+34
124, 2.13444e+34
125, 4.11218e+34
126, 7.92247e+34
127, 1.52633e+35
128, 2.9406e+35
